episode_id,policy_path_id,window_start,cycle_id,order_id,order_slot,post_time_s,qty,cancel_time_s
0,0,2025-05-29 10:30:00.006003-04:00,2,22,2,0.9466448432461653,1,1.3268537790131671
0,0,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9566448432461653,1,1.327003697361838
0,0,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9666448432461653,1,1.32729174942201
0,0,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9766448432461653,1,1.3273685641408752
0,0,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9866448432461652,1,1.327371918563062
0,0,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9966448432461652,1,1.3274409415024906
0,0,2025-05-29 10:30:00.006003-04:00,2,28,8,1.0066448432461652,1,1.3275668957482911
0,0,2025-05-29 10:30:00.006003-04:00,2,29,9,1.0166448432461652,1,1.3276146532142081
0,1,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.40001415246360605
0,1,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.4000734378742585
0,1,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4003903638389777
0,1,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.40039958049224456
0,1,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.4004784384301503
0,1,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.40073733027308134
0,1,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.4008292983987878
0,1,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4008422456076282
0,1,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4009849262282567
0,1,2025-05-29 10:30:00.006003-04:00,1,11,1,0.4609849262282567,1,0.8510316518249819
0,1,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4709849262282567,1,0.8511600637879015
0,1,2025-05-29 10:30:00.006003-04:00,1,13,3,0.4809849262282567,1,0.8512035490852328
0,1,2025-05-29 10:30:00.006003-04:00,1,14,4,0.4909849262282567,1,0.8512145378903323
0,1,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5009849262282567,1,0.8512226387801554
0,1,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5109849262282566,1,0.8512851713543595
0,1,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5209849262282567,1,0.8515793909193357
0,1,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5309849262282567,1,0.8516261687183412
0,1,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5409849262282567,1,0.8519358918308337
0,1,2025-05-29 10:30:00.006003-04:00,2,21,1,0.9119358918308338,1,1.3020067879265902
0,1,2025-05-29 10:30:00.006003-04:00,2,22,2,0.9219358918308338,1,1.3020560200368496
0,1,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9319358918308338,1,1.3021948387236042
0,1,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9419358918308338,1,1.3022234050297594
0,1,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9519358918308338,1,1.3022725751960023
0,1,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9619358918308338,1,1.3024160357998071
0,1,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9719358918308338,1,1.3025300361924994
0,1,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9819358918308337,1,1.3026318216282333
0,1,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9919358918308337,1,1.3027825804570443
0,2,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.40007807666601286
0,2,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4002425274581698
0,2,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.40027783748263235
0,2,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.40041715525453714
0,2,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.40044214936108785
0,2,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.4005179276359619
0,2,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4005459528324229
0,2,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4007478485168263
0,2,2025-05-29 10:30:00.006003-04:00,1,12,2,0.47074784851682633,1,0.8507638324565103
0,2,2025-05-29 10:30:00.006003-04:00,1,13,3,0.4807478485168263,1,0.850882750562224
0,2,2025-05-29 10:30:00.006003-04:00,1,14,4,0.4907478485168263,1,0.8509028819025815
0,2,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5007478485168263,1,0.8509132973712528
0,2,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5107478485168263,1,0.8511424583056844
0,2,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5207478485168263,1,0.8514151805338722
0,2,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5307478485168263,1,0.8514931473845515
0,2,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5407478485168263,1,0.8516583240208907
0,2,2025-05-29 10:30:00.006003-04:00,2,21,1,0.9116583240208908,1,1.3018987747621982
0,2,2025-05-29 10:30:00.006003-04:00,2,22,2,0.9216583240208908,1,1.302125440116752
0,2,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9316583240208908,1,1.3021958170625172
0,2,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9416583240208908,1,1.3022677383718952
0,2,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9516583240208908,1,1.3022817900797345
0,2,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9616583240208907,1,1.3023271638574705
0,2,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9716583240208907,1,1.3025042001612934
0,2,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9816583240208907,1,1.3025571854374138
0,2,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9916583240208907,1,1.302613906772709
0,3,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.40004635096854657
0,3,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.4001506596648678
0,3,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4002413880180563
0,3,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.4003218085274268
0,3,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.4003734875946698
0,3,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.4004039617496943
0,3,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.4007017464249414
0,3,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4008366434918802
0,3,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4008603634598375
0,3,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4708603634598375,1,0.851091090931717
0,3,2025-05-29 10:30:00.006003-04:00,1,13,3,0.4808603634598375,1,0.8511080311306435
0,3,2025-05-29 10:30:00.006003-04:00,1,14,4,0.49086036345983747,1,0.8511354707933793
0,3,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5008603634598375,1,0.8512953738385622
0,3,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5108603634598374,1,0.8514588877294021
0,3,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5208603634598374,1,0.8516365424511635
0,3,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5308603634598374,1,0.8516576844157965
0,3,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5408603634598375,1,0.8517110781690638
0,3,2025-05-29 10:30:00.006003-04:00,2,22,2,0.9217110781690638,1,1.301818679687306
0,3,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9317110781690638,1,1.3018315151211484
0,3,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9417110781690639,1,1.3018917027095265
0,3,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9517110781690639,1,1.3019162292764295
0,3,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9617110781690639,1,1.3021222950189135
0,3,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9717110781690639,1,1.3021285615252018
0,3,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9817110781690638,1,1.30227359960462
0,3,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9917110781690638,1,1.3025216653988487
0,4,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.4002493019897557
0,4,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.40034825909299454
0,4,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.40050082959692185
0,4,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.4006483818381118
0,4,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.40069274682173867
0,4,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.4007721927656376
0,4,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.4007987705494203
0,4,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4008671626336528
0,4,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4009280680086832
0,4,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4709280680086832,1,0.8509874313561968
0,4,2025-05-29 10:30:00.006003-04:00,1,13,3,0.48092806800868315,1,0.8510458833264837
0,4,2025-05-29 10:30:00.006003-04:00,1,14,4,0.49092806800868316,1,0.8512079918458002
0,4,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5009280680086832,1,0.851292739723898
0,4,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5109280680086832,1,0.8513194070432354
0,4,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5209280680086832,1,0.8516435165920037
0,4,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5309280680086832,1,0.8519053822446127
0,4,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5409280680086832,1,0.8519176401298592
0,4,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9519176401298592,1,1.302376162341367
0,4,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9619176401298593,1,1.3023946104505228
0,4,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9719176401298593,1,1.3024778562613806
0,4,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9819176401298592,1,1.3025772028482643
0,4,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9919176401298592,1,1.3028865793077005
0,5,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.40009267780109153
0,5,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.4001271656279361
0,5,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4001313153141355
0,5,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.40024165352283814
0,5,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.4004149806474588
0,5,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.40067886711646944
0,5,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.40078416346603035
0,5,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4007990697671512
0,5,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4009920165284184
0,5,2025-05-29 10:30:00.006003-04:00,1,12,2,0.47099201652841843,1,0.851088479693679
0,5,2025-05-29 10:30:00.006003-04:00,1,13,3,0.4809920165284184,1,0.8512102584358245
0,5,2025-05-29 10:30:00.006003-04:00,1,14,4,0.4909920165284184,1,0.851259647060054
0,5,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5009920165284184,1,0.8513520993502226
0,5,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5109920165284184,1,0.851456545465328
0,5,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5209920165284184,1,0.8516233219437012
0,5,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5309920165284184,1,0.8516847963178718
0,5,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5409920165284184,1,0.8519847587652122
0,5,2025-05-29 10:30:00.006003-04:00,2,21,1,0.9119847587652122,1,1.3019994944775237
0,5,2025-05-29 10:30:00.006003-04:00,2,22,2,0.9219847587652122,1,1.3021414172062966
0,5,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9319847587652123,1,1.3021626241674273
0,5,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9419847587652123,1,1.3021754002558081
0,5,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9519847587652123,1,1.30230782221338
0,5,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9619847587652122,1,1.302430377187885
0,5,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9719847587652122,1,1.3024732437527586
0,5,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9819847587652122,1,1.3028033526044454
0,5,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9919847587652122,1,1.302963501767098
0,6,2025-05-29 10:30:00.006003-04:00,0,0,0,0.0,1,0.4000818754125614
0,6,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.4001790243722456
0,6,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.4002204167947454
0,6,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4002354923138705
0,6,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.4006105310680759
0,6,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.4006329460931227
0,6,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.40067906348713156
0,6,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.40091924329619183
0,6,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.40095222191294455
0,6,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4009539437520781
0,6,2025-05-29 10:30:00.006003-04:00,1,11,1,0.4609539437520781,1,0.8511188044531172
0,6,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4709539437520781,1,0.8511286263926829
0,6,2025-05-29 10:30:00.006003-04:00,1,13,3,0.4809539437520781,1,0.8513679200863766
0,6,2025-05-29 10:30:00.006003-04:00,1,14,4,0.49095394375207807,1,0.8513974727004664
0,6,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5009539437520781,1,0.8514725594551422
0,6,2025-05-29 10:30:00.006003-04:00,1,16,6,0.510953943752078,1,0.8515153761982213
0,6,2025-05-29 10:30:00.006003-04:00,1,17,7,0.520953943752078,1,0.8517360281685509
0,6,2025-05-29 10:30:00.006003-04:00,1,18,8,0.530953943752078,1,0.8518752634993159
0,6,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5409539437520781,1,0.8519469760814163
0,6,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9319469760814164,1,1.421861687980338
0,6,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9419469760814164,1,1.4218740744916039
0,6,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9519469760814164,1,1.422217137986856
0,6,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9619469760814163,1,1.4222431730634846
0,6,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9719469760814163,1,1.4222530849186201
0,6,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9819469760814163,1,1.4225155654584325
0,6,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9919469760814164,1,1.4225517391995544
0,7,2025-05-29 10:30:00.006003-04:00,0,0,0,0.0,1,0.400005170640848
0,7,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.400060284666821
0,7,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.4003705563519102
0,7,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4004120674328898
0,7,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.40057528336862674
0,7,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.40062762313854466
0,7,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.4007478051059821
0,7,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.4007785330649315
0,7,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4007902913292227
0,7,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4009901283324019
0,7,2025-05-29 10:30:00.006003-04:00,1,11,1,0.4609901283324019,1,0.851140684902553
0,7,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4709901283324019,1,0.8512459535499098
0,7,2025-05-29 10:30:00.006003-04:00,1,13,3,0.48099012833240185,1,0.8513153482577106
0,7,2025-05-29 10:30:00.006003-04:00,1,14,4,0.49099012833240185,1,0.8513423921985046
0,7,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5009901283324019,1,0.8514717856840396
0,7,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5109901283324019,1,0.851487462826502
0,7,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5209901283324019,1,0.8515723179815772
0,7,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5309901283324019,1,0.8518760443982428
0,7,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5409901283324019,1,0.8518998576512288
0,7,2025-05-29 10:30:00.006003-04:00,2,21,1,0.9118998576512288,1,1.3021433724234008
0,7,2025-05-29 10:30:00.006003-04:00,2,22,2,0.9218998576512288,1,1.3021769414869324
0,7,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9318998576512288,1,1.302393803368987
0,7,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9418998576512289,1,1.3024403546970673
0,7,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9518998576512289,1,1.3024924472009556
0,7,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9618998576512288,1,1.3026812244672723
0,7,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9718998576512288,1,1.302811424923908
0,7,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9818998576512288,1,1.3028399776823292
0,7,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9918998576512288,1,1.3028876464796249
0,8,2025-05-29 10:30:00.006003-04:00,0,0,0,0.0,1,0.40005351788095905
0,8,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.400178766937756
0,8,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.4004805776739306
0,8,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.4005104808218184
0,8,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.40054050272913716
0,8,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.40054662909827604
0,8,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.40067895407477283
0,8,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.40069461918687327
0,8,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.40081234946342026
0,8,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.40086413522959563
0,8,2025-05-29 10:30:00.006003-04:00,1,12,2,0.47086413522959564,1,0.8513356199012972
0,8,2025-05-29 10:30:00.006003-04:00,1,13,3,0.4808641352295956,1,0.8513422380720576
0,8,2025-05-29 10:30:00.006003-04:00,1,14,4,0.4908641352295956,1,0.8514741653526406
0,8,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5008641352295956,1,0.8515035367101018
0,8,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5108641352295956,1,0.8515319455622874
0,8,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5208641352295956,1,0.8516462684865738
0,8,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5308641352295956,1,0.8517593519470216
0,8,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5408641352295956,1,0.8518385623260482
0,8,2025-05-29 10:30:00.006003-04:00,2,20,0,0.9018385623260482,1,1.301861142631213
0,8,2025-05-29 10:30:00.006003-04:00,2,21,1,0.9118385623260482,1,1.3019073810396855
0,8,2025-05-29 10:30:00.006003-04:00,2,22,2,0.9218385623260482,1,1.3019464635207416
0,8,2025-05-29 10:30:00.006003-04:00,2,23,3,0.9318385623260482,1,1.302040424237755
0,8,2025-05-29 10:30:00.006003-04:00,2,24,4,0.9418385623260482,1,1.3020833094676363
0,8,2025-05-29 10:30:00.006003-04:00,2,25,5,0.9518385623260482,1,1.3021976658002659
0,8,2025-05-29 10:30:00.006003-04:00,2,26,6,0.9618385623260481,1,1.3023210217914987
0,8,2025-05-29 10:30:00.006003-04:00,2,27,7,0.9718385623260481,1,1.3025127916114927
0,8,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9818385623260482,1,1.302685931605747
0,8,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9918385623260482,1,1.3028059406363903
0,9,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.4001499860758783
0,9,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.40035504037530945
0,9,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.4003617873240389
0,9,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.4004183462854078
0,9,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4006414123421664
0,9,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4008565130928717
0,9,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4708565130928717,1,0.8508865165112374
0,9,2025-05-29 10:30:00.006003-04:00,1,13,3,0.4808565130928717,1,0.8510366122313865
0,9,2025-05-29 10:30:00.006003-04:00,1,14,4,0.49085651309287165,1,0.8511794234607364
0,9,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5008565130928717,1,0.8512155813794869
0,9,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5108565130928717,1,0.8514709248530369
0,9,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5208565130928717,1,0.8516278827927052
0,9,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5308565130928716,1,0.8516343314544748
0,9,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5408565130928716,1,0.8517147259926039
0,9,2025-05-29 10:30:00.006003-04:00,2,23,3,0.931714725992604,1,1.3019632684800269
0,9,2025-05-29 10:30:00.006003-04:00,2,24,4,0.941714725992604,1,1.3019797868696623
0,9,2025-05-29 10:30:00.006003-04:00,2,25,5,0.951714725992604,1,1.3021444224649668
0,9,2025-05-29 10:30:00.006003-04:00,2,26,6,0.961714725992604,1,1.3022726614476015
0,9,2025-05-29 10:30:00.006003-04:00,2,27,7,0.971714725992604,1,1.3024732878532501
0,9,2025-05-29 10:30:00.006003-04:00,2,28,8,0.9817147259926039,1,1.3024890035758312
0,9,2025-05-29 10:30:00.006003-04:00,2,29,9,0.9917147259926039,1,1.302695832638997
1,0,2025-05-29 10:31:00.019683-04:00,0,1,1,0.01,1,0.5531217723530738
1,0,2025-05-29 10:31:00.019683-04:00,0,2,2,0.02,1,0.5531466856524837
1,0,2025-05-29 10:31:00.019683-04:00,0,3,3,0.03,1,0.5532235843283327
1,0,2025-05-29 10:31:00.019683-04:00,0,4,4,0.04,1,0.5533102461273884
1,0,2025-05-29 10:31:00.019683-04:00,0,5,5,0.05,1,0.553427519526954
1,0,2025-05-29 10:31:00.019683-04:00,0,6,6,0.06,1,0.5536864072426277
1,0,2025-05-29 10:31:00.019683-04:00,0,7,7,0.07,1,0.5537246290543484
1,0,2025-05-29 10:31:00.019683-04:00,0,8,8,0.08,1,0.5537755709463904
1,0,2025-05-29 10:31:00.019683-04:00,0,9,9,0.09,1,0.5539993409186466
1,0,2025-05-29 10:31:00.019683-04:00,1,12,2,0.6239993409186466,1,1.1647419596172697
1,0,2025-05-29 10:31:00.019683-04:00,1,13,3,0.6339993409186466,1,1.1648733950954593
1,0,2025-05-29 10:31:00.019683-04:00,1,14,4,0.6439993409186466,1,1.1649148865598
1,0,2025-05-29 10:31:00.019683-04:00,1,15,5,0.6539993409186466,1,1.1649524089299415
1,0,2025-05-29 10:31:00.019683-04:00,1,16,6,0.6639993409186467,1,1.1649546179217798
1,0,2025-05-29 10:31:00.019683-04:00,1,17,7,0.6739993409186467,1,1.1650189364829449
1,0,2025-05-29 10:31:00.019683-04:00,1,18,8,0.6839993409186466,1,1.165320303888322
1,0,2025-05-29 10:31:00.019683-04:00,1,19,9,0.6939993409186466,1,1.165707645119323
1,0,2025-05-29 10:31:00.019683-04:00,2,22,2,1.235707645119323,1,1.6157789772448934
1,0,2025-05-29 10:31:00.019683-04:00,2,23,3,1.245707645119323,1,1.616123458583601
1,0,2025-05-29 10:31:00.019683-04:00,2,24,4,1.255707645119323,1,1.6161788407670583
1,0,2025-05-29 10:31:00.019683-04:00,2,25,5,1.265707645119323,1,1.6163435331976457
1,0,2025-05-29 10:31:00.019683-04:00,2,26,6,1.275707645119323,1,1.6164760130534481
1,0,2025-05-29 10:31:00.019683-04:00,2,27,7,1.285707645119323,1,1.616637351306761
1,0,2025-05-29 10:31:00.019683-04:00,2,28,8,1.295707645119323,1,1.6166840138506238
1,0,2025-05-29 10:31:00.019683-04:00,2,29,9,1.305707645119323,1,1.6166845122823041
1,1,2025-05-29 10:31:00.019683-04:00,0,2,2,0.02,1,0.4000599209448839
1,1,2025-05-29 10:31:00.019683-04:00,0,3,3,0.03,1,0.4000825040299921
1,1,2025-05-29 10:31:00.019683-04:00,0,4,4,0.04,1,0.40013846430892863
1,1,2025-05-29 10:31:00.019683-04:00,0,5,5,0.05,1,0.40032717839173176
1,1,2025-05-29 10:31:00.019683-04:00,0,6,6,0.06,1,0.40040538230070555
1,1,2025-05-29 10:31:00.019683-04:00,0,7,7,0.07,1,0.4004779629021953
1,1,2025-05-29 10:31:00.019683-04:00,0,8,8,0.08,1,0.40075885868999644
